,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_size,job_category
1108,2022,Senior,Full-time,Data Engineer,178750,United States,In-person,Medium,Data Engineering
1109,2022,Senior,Full-time,Data Engineer,178800,United States,Remote,Large,Data Engineering
1110,2022,Senior,Full-time,Data Engineer,179305,United States,Remote,Medium,Data Engineering
1111,2022,Senior,Full-time,Data Scientist,179400,United States,In-person,Medium,Data Science and Research
1112,2022,Senior,Full-time,Data Scientist,179400,United States,Remote,Medium,Data Science and Research
1113,2022,Senior,Full-time,Data Engineer,179500,United States,In-person,Medium,Data Engineering
1114,2022,Senior,Full-time,Data Science Manager,179775,United States,Remote,Medium,Data Science and Research
1115,2022,Entry-level,Full-time,Data Scientist,180000,United States,Remote,Medium,Data Science and Research
1116,2022,Mid-level,Full-time,Data Scientist,180000,United States,In-person,Medium,Data Science and Research
1117,2022,Senior,Full-time,Data Scientist,180000,United States,In-person,Medium,Data Science and Research
1118,2022,Senior,Full-time,Data Scientist,180000,United States,Remote,Medium,Data Science and Research
1119,2022,Mid-level,Full-time,ML Engineer,180000,United States,Remote,Medium,Machine Learning and AI
1120,2022,Senior,Full-time,Machine Learning Engineer,180000,United States,Remote,Medium,Machine Learning and AI
1121,2022,Senior,Full-time,Data Engineer,180000,United States,In-person,Medium,Data Engineering
1122,2022,Senior,Full-time,Data Architect,180000,United States,Remote,Medium,Data Architecture and Modeling
1123,2022,Senior,Full-time,Data Engineer,180000,United States,Remote,Medium,Data Engineering
1124,2022,Senior,Full-time,Data Scientist,180000,United States,Remote,Large,Data Science and Research
1125,2022,Executive,Full-time,Machine Learning Scientist,180000,United States,Remote,Small,Machine Learning and AI
1126,2022,Senior,Full-time,Analytics Engineer,180000,United States,In-person,Medium,Leadership and Management
1127,2022,Entry-level,Full-time,Machine Learning Developer,180000,United States,Remote,Large,Machine Learning and AI
1128,2022,Senior,Full-time,Data Scientist,180000,United States,In-person,Large,Data Science and Research
1129,2022,Senior,Full-time,Data Engineer,181940,United States,In-person,Medium,Data Engineering
1130,2022,Senior,Full-time,Data Engineer,182000,United States,Remote,Medium,Data Engineering
1131,2022,Executive,Full-time,Data Science Manager,182160,United States,In-person,Medium,Data Science and Research
1132,2022,Senior,Full-time,Data Engineer,182500,United States,Remote,Medium,Data Engineering
1133,2022,Senior,Full-time,Data Scientist,182750,United States,Remote,Medium,Data Science and Research
1134,2022,Senior,Full-time,ML Engineer,183000,United States,Remote,Medium,Machine Learning and AI
1135,2022,Senior,Full-time,Data Scientist Lead,183000,United States,Remote,Large,Data Science and Research
1136,2022,Senior,Full-time,Machine Learning Software Engineer,183600,Canada,Remote,Medium,Machine Learning and AI
1137,2022,Senior,Full-time,Data Engineer,183600,United States,Remote,Large,Data Engineering
1138,2022,Senior,Full-time,Applied Scientist,184000,United States,Remote,Medium,Data Science and Research
1139,2022,Senior,Full-time,Data Engineer,184100,United States,In-person,Medium,Data Engineering
1140,2022,Senior,Full-time,Analytics Engineer,184700,United States,In-person,Medium,Leadership and Management
1141,2022,Senior,Full-time,ML Engineer,185000,United States,Remote,Medium,Machine Learning and AI
1142,2022,Senior,Full-time,Machine Learning Engineer,185000,Mexico,Remote,Medium,Machine Learning and AI
1143,2022,Senior,Full-time,Data Scientist,185000,United States,Remote,Medium,Data Science and Research
1144,2022,Senior,Full-time,Data Engineer,185000,United States,Remote,Medium,Data Engineering
1145,2022,Senior,Full-time,Data Scientist,185100,United States,Remote,Medium,Data Science and Research
1146,2022,Senior,Full-time,Data Science Manager,185400,United States,In-person,Medium,Data Science and Research
1147,2022,Senior,Full-time,Data Engineer,185800,Canada,Remote,Medium,Data Engineering
1148,2022,Senior,Full-time,Data Engineer,185900,United States,In-person,Medium,Data Engineering
1149,2022,Senior,Full-time,Data Scientist,185900,United States,In-person,Medium,Data Science and Research
1150,2022,Senior,Full-time,Machine Learning Infrastructure Engineer,186000,United States,Remote,Medium,Machine Learning and AI
1151,2022,Senior,Full-time,Machine Learning Engineer,186000,United States,Remote,Medium,Machine Learning and AI
1152,2022,Senior,Full-time,Data Scientist,186000,United States,In-person,Medium,Data Science and Research
1153,2022,Mid-level,Full-time,Data Engineer,187000,United States,Remote,Medium,Data Engineering
1154,2022,Senior,Full-time,Machine Learning Engineer,187200,Canada,Remote,Medium,Machine Learning and AI
1155,2022,Executive,Full-time,Data Engineer,187200,United States,Remote,Medium,Data Engineering
1156,2022,Senior,Full-time,Data Engineer,188100,United States,In-person,Medium,Data Engineering
1157,2022,Senior,Full-time,Data Engineer,188700,United States,Remote,Medium,Data Engineering
1158,2022,Senior,Full-time,Data Science Manager,189500,United States,Remote,Large,Data Science and Research
1159,2022,Senior,Full-time,Machine Learning Engineer,189650,United States,In-person,Medium,Machine Learning and AI
1160,2022,Entry-level,Full-time,Machine Learning Engineer,189750,United States,In-person,Medium,Machine Learning and AI
1161,2022,Senior,Full-time,Data Science Manager,190000,United States,Remote,Large,Data Science and Research
1162,2022,Senior,Full-time,Data Scientist,190000,United States,In-person,Medium,Data Science and Research
1163,2022,Senior,Full-time,Cloud Database Engineer,190000,United States,Remote,Medium,Cloud and Database
1164,2022,Senior,Full-time,Data Engineer,190000,United States,Remote,Medium,Data Engineering
1165,2022,Senior,Full-time,Data Architect,190000,United States,Remote,Medium,Data Architecture and Modeling
1166,2022,Senior,Full-time,Principal Machine Learning Engineer,190000,United States,Remote,Large,Machine Learning and AI
1167,2022,Senior,Full-time,Analytics Engineer,190000,United States,Remote,Medium,Leadership and Management
1168,2022,Senior,Full-time,Data Engineer,191200,United States,In-person,Medium,Data Engineering
1169,2022,Senior,Full-time,Applied Scientist,191475,United States,Remote,Medium,Data Science and Research
1170,2022,Senior,Full-time,Data Scientist,191475,United States,Remote,Medium,Data Science and Research
1171,2022,Senior,Full-time,Data Scientist,191475,United States,In-person,Medium,Data Science and Research
1172,2022,Senior,Full-time,Lead Data Scientist,192000,United States,Remote,Large,Data Science and Research
1173,2022,Senior,Full-time,Machine Learning Engineer,192000,United States,Remote,Medium,Machine Learning and AI
1174,2022,Senior,Full-time,Applied Scientist,192000,United States,Remote,Medium,Data Science and Research
1175,2022,Senior,Full-time,Machine Learning Engineer,192000,United States,In-person,Medium,Machine Learning and AI
1176,2022,Senior,Full-time,Data Architect,192400,Canada,Remote,Medium,Data Architecture and Modeling
1177,2022,Senior,Full-time,Data Analyst,192500,United States,Remote,Medium,Data Analysis
1178,2022,Senior,Full-time,Data Architect,192564,United States,Remote,Medium,Data Architecture and Modeling
1179,2022,Senior,Full-time,Machine Learning Engineer,192600,United States,Remote,Medium,Machine Learning and AI
1180,2022,Senior,Full-time,Data Engineer,193000,Spain,Remote,Medium,Data Engineering
1181,2022,Senior,Full-time,Data Science Manager,133766,Australia,Remote,Large,Data Science and Research
1182,2022,Senior,Full-time,Analytics Engineer,193750,United States,Remote,Medium,Leadership and Management
1183,2022,Senior,Full-time,Data Engineer,193750,United States,Remote,Medium,Data Engineering
1184,2022,Senior,Full-time,Machine Learning Scientist,193900,United States,In-person,Medium,Machine Learning and AI
1185,2022,Senior,Full-time,Machine Learning Engineer,193900,United States,In-person,Medium,Machine Learning and AI
1186,2022,Mid-level,Full-time,Machine Learning Engineer,193900,United States,In-person,Medium,Machine Learning and AI
1187,2022,Senior,Full-time,Data Engineer,194000,United States,Remote,Medium,Data Engineering
1188,2022,Senior,Full-time,Data Engineer,195000,United States,Remote,Medium,Data Engineering
1189,2022,Senior,Full-time,ML Engineer,195400,United States,Remote,Large,Machine Learning and AI
1190,2022,Senior,Full-time,Data Architect,195400,United States,Remote,Large,Data Architecture and Modeling
1191,2022,Senior,Full-time,Machine Learning Engineer,195400,United States,Remote,Large,Machine Learning and AI
1192,2022,Senior,Full-time,Data Engineer,195700,United States,In-person,Medium,Data Engineering
1193,2022,Senior,Full-time,Applied Scientist,196000,United States,Remote,Medium,Data Science and Research
1194,2022,Senior,Full-time,Research Scientist,196000,United States,Remote,Medium,Data Science and Research
1195,2022,Senior,Full-time,Data Engineer,197000,United States,In-person,Medium,Data Engineering
1196,2022,Senior,Full-time,Data Engineer,197430,United States,Remote,Medium,Data Engineering
1197,2022,Mid-level,Full-time,NLP Engineer,44365,Poland,Remote,Small,Machine Learning and AI
1198,2022,Senior,Full-time,Data Scientist,198200,United States,Remote,Medium,Data Science and Research
1199,2022,Senior,Full-time,Data Scientist,198440,United States,In-person,Large,Data Science and Research
1200,2022,Senior,Full-time,Data Scientist,198440,United States,In-person,Medium,Data Science and Research
1201,2022,Senior,Full-time,Data Scientist,198440,United States,Remote,Medium,Data Science and Research
1202,2022,Senior,Full-time,Data Engineer,198800,United States,In-person,Medium,Data Engineering
1203,2022,Senior,Full-time,Data Scientist,198800,United States,In-person,Medium,Data Science and Research
1204,2022,Executive,Full-time,Data Engineer,200000,United States,In-person,Medium,Data Engineering
1205,2022,Entry-level,Full-time,AI Scientist,200000,Canada,Hybrid,Large,Machine Learning and AI
1206,2022,Senior,Full-time,Data Engineer,200000,United States,In-person,Medium,Data Engineering
1207,2022,Senior,Full-time,Marketing Data Analyst,200000,United Kingdom,Remote,Small,Data Analysis
1208,2022,Senior,Full-time,Data Scientist,200000,United States,Remote,Medium,Data Science and Research
1209,2022,Senior,Full-time,Machine Learning Manager,200000,United States,Remote,Medium,Machine Learning and AI
1210,2022,Senior,Full-time,BI Analyst,200000,Nigeria,Remote,Small,BI and Visualization
1211,2022,Senior,Full-time,Data Engineer,200000,United States,Remote,Medium,Data Engineering
1212,2022,Senior,Full-time,Machine Learning Engineer,200000,Puerto Rico,Remote,Medium,Machine Learning and AI
1213,2022,Executive,Full-time,Machine Learning Scientist,200000,United States,Remote,Small,Machine Learning and AI
1214,2022,Executive,Full-time,AI Scientist,200000,United States,Remote,Small,Machine Learning and AI
1215,2022,Executive,Full-time,Analytics Engineer,200000,United States,Remote,Medium,Leadership and Management
1216,2022,Senior,Full-time,Machine Learning Engineer,200000,United States,Remote,Large,Machine Learning and AI
1217,2022,Senior,Full-time,Data Engineer,200000,Puerto Rico,Remote,Medium,Data Engineering
1218,2022,Mid-level,Full-time,Analytics Engineer,200000,United States,In-person,Medium,Leadership and Management
1219,2022,Mid-level,Full-time,AI Scientist,200000,United States,Remote,Medium,Machine Learning and AI
1220,2022,Senior,Full-time,Data Science Manager,200000,United States,Remote,Medium,Data Science and Research
1221,2022,Mid-level,Full-time,AI Scientist,200000,India,Remote,Large,Machine Learning and AI
1222,2022,Executive,Full-time,Data Engineer,200000,United States,Remote,Medium,Data Engineering
1223,2022,Mid-level,Full-time,Data Scientist,200000,United States,Remote,Medium,Data Science and Research
1224,2022,Senior,Full-time,Head of Data,200000,Malaysia,Remote,Medium,Leadership and Management
1225,2022,Senior,Full-time,Data Engineer,200100,United States,Remote,Medium,Data Engineering
1226,2022,Senior,Full-time,Machine Learning Engineer,201000,United States,Remote,Medium,Machine Learning and AI
1227,2022,Senior,Full-time,Data Analyst,201000,United States,Remote,Medium,Data Analysis
1228,2022,Senior,Full-time,Machine Learning Engineer,201000,United States,In-person,Medium,Machine Learning and AI
1229,2022,Senior,Full-time,Data Scientist,202800,United States,In-person,Large,Data Science and Research
1230,2022,Senior,Full-time,Machine Learning Engineer,202900,United States,Remote,Large,Machine Learning and AI
1231,2022,Senior,Full-time,Data Scientist,203500,United States,In-person,Medium,Data Science and Research
1232,2022,Senior,Full-time,Analytics Engineer,203500,United States,In-person,Medium,Leadership and Management
1233,2022,Senior,Full-time,Data Scientist,204100,United States,In-person,Medium,Data Science and Research
1234,2022,Senior,Full-time,Machine Learning Engineer,204500,United States,In-person,Medium,Machine Learning and AI
1235,2022,Senior,Full-time,Data Engineer,205000,United States,Remote,Medium,Data Engineering
1236,2022,Senior,Full-time,Applied Scientist,205000,United States,Remote,Medium,Data Science and Research
1237,2022,Senior,Full-time,Data Scientist,205000,United States,Remote,Medium,Data Science and Research
1238,2022,Executive,Full-time,Head of Data,205000,United States,In-person,Medium,Leadership and Management
1239,2022,Senior,Full-time,Data Scientist,205000,United States,In-person,Medium,Data Science and Research
1240,2022,Senior,Full-time,Data Scientist,205300,United States,In-person,Large,Data Science and Research
1241,2022,Senior,Full-time,Data Scientist,205300,United States,In-person,Medium,Data Science and Research
1242,2022,Senior,Full-time,Analytics Engineer,205300,United States,In-person,Medium,Leadership and Management
1243,2022,Senior,Full-time,Data Engineer,205600,United States,In-person,Large,Data Engineering
1244,2022,Mid-level,Full-time,Data Analyst,206000,United States,In-person,Medium,Data Analysis
1245,2022,Senior,Full-time,Data Science Manager,206000,United States,Remote,Medium,Data Science and Research
1246,2022,Senior,Full-time,Data Engineer,206699,United States,In-person,Medium,Data Engineering
1247,2022,Mid-level,Full-time,Data Engineer,206699,United States,In-person,Medium,Data Engineering
1248,2022,Senior,Full-time,Data Scientist,207000,United States,Remote,Medium,Data Science and Research
1249,2022,Senior,Full-time,Data Scientist,208000,United States,Remote,Medium,Data Science and Research
1250,2022,Senior,Full-time,Data Architect,208775,United States,Remote,Medium,Data Architecture and Modeling
1251,2022,Senior,Full-time,Data Engineer,209100,United States,Remote,Large,Data Engineering
1252,2022,Senior,Full-time,Machine Learning Engineer,210000,United States,Remote,Medium,Machine Learning and AI
1253,2022,Senior,Full-time,Data Scientist,210000,United States,Remote,Medium,Data Science and Research
1254,2022,Senior,Full-time,Data Engineer,210000,United States,Remote,Medium,Data Engineering
1255,2022,Senior,Full-time,Research Scientist,210000,United States,Remote,Medium,Data Science and Research
1256,2022,Senior,Full-time,Data Architect,210000,United States,Remote,Medium,Data Architecture and Modeling
1257,2022,Executive,Full-time,Analytics Engineer,210000,United States,Remote,Medium,Leadership and Management
1258,2022,Senior,Full-time,Big Data Engineer,161311,Canada,Hybrid,Medium,Data Engineering
1259,2022,Senior,Full-time,Data Scientist,211500,United States,Remote,Medium,Data Science and Research
1260,2022,Senior,Full-time,Applied Scientist,212800,United States,Remote,Medium,Data Science and Research
1261,2022,Senior,Full-time,Data Engineer,213000,United States,In-person,Medium,Data Engineering
1262,2022,Senior,Full-time,Data Architect,213120,United States,Remote,Medium,Data Architecture and Modeling
1263,2022,Senior,Full-time,Machine Learning Engineer,214000,United States,Remote,Medium,Machine Learning and AI
1264,2022,Senior,Full-time,Data Engineer,215000,United States,Remote,Medium,Data Engineering
1265,2022,Senior,Full-time,Data Scientist,215000,United States,In-person,Large,Data Science and Research
1266,2022,Senior,Full-time,Data Engineer,215000,United States,In-person,Medium,Data Engineering
1267,2022,Senior,Full-time,Data Scientist,215300,United States,Remote,Large,Data Science and Research
1268,2022,Senior,Full-time,Data Scientist,215300,United States,In-person,Large,Data Science and Research
1269,2022,Senior,Full-time,Data Engineer,216000,United States,Remote,Medium,Data Engineering
1270,2022,Senior,Full-time,Machine Learning Scientist,216000,United States,In-person,Medium,Machine Learning and AI
1271,2022,Executive,Full-time,Data Engineer,216000,United States,Remote,Medium,Data Engineering
1272,2022,Senior,Full-time,Data Analyst,216200,United States,In-person,Medium,Data Analysis
1273,2022,Mid-level,Full-time,Data Analyst,216200,United States,In-person,Medium,Data Analysis
1274,2022,Senior,Full-time,Data Scientist,218000,United States,In-person,Medium,Data Science and Research
1275,2022,Senior,Full-time,Data Scientist,220000,United States,In-person,Medium,Data Science and Research
1276,2022,Senior,Full-time,Data Engineer,220000,United States,Remote,Medium,Data Engineering
1277,2022,Senior,Full-time,Data Engineer,220000,United States,In-person,Medium,Data Engineering
1278,2022,Senior,Full-time,Data Scientist,220000,United States,Remote,Medium,Data Science and Research
1279,2022,Senior,Full-time,Machine Learning Engineer,220000,United States,Remote,Medium,Machine Learning and AI
1280,2022,Senior,Full-time,Data Engineer,220110,United States,In-person,Medium,Data Engineering
1281,2022,Senior,Full-time,Data Engineer,220110,United States,Remote,Medium,Data Engineering
1282,2022,Senior,Full-time,Data Specialist,221300,United States,Remote,Large,Data Management and Strategy
1283,2022,Executive,Full-time,Data Science Manager,222640,United States,In-person,Medium,Data Science and Research
1284,2022,Executive,Full-time,Head of Data Science,224000,United States,Remote,Medium,Data Science and Research
1285,2022,Senior,Full-time,Data Scientist,225000,United States,In-person,Medium,Data Science and Research
1286,2022,Senior,Full-time,Data Engineer,225000,United States,Remote,Medium,Data Engineering
1287,2022,Senior,Full-time,Data Engineer,225000,United States,In-person,Medium,Data Engineering
1288,2022,Senior,Full-time,Data Architect,225000,United States,Remote,Medium,Data Architecture and Modeling
1289,2022,Mid-level,Full-time,Data Scientist,225000,United States,In-person,Medium,Data Science and Research
1290,2022,Senior,Full-time,Machine Learning Software Engineer,227200,Canada,Remote,Medium,Machine Learning and AI
1291,2022,Senior,Full-time,Data Engineer,229998,United States,In-person,Large,Data Engineering
1292,2022,Senior,Full-time,Applied Scientist,230000,United States,Remote,Medium,Data Science and Research
1293,2022,Mid-level,Full-time,Machine Learning Engineer,230000,United States,In-person,Medium,Machine Learning and AI
1294,2022,Senior,Full-time,Data Engineer,230000,United States,Remote,Medium,Data Engineering
1295,2022,Senior,Full-time,Data Engineer,230000,United States,In-person,Large,Data Engineering
1296,2022,Senior,Full-time,Data Scientist,230000,United States,Remote,Medium,Data Science and Research
1297,2022,Senior,Full-time,Data Architect,230400,United States,In-person,Medium,Data Architecture and Modeling
1298,2022,Senior,Full-time,Data Engineer,231250,United States,Remote,Medium,Data Engineering
1299,2022,Senior,Full-time,Analytics Engineer,231250,United States,Remote,Medium,Leadership and Management
1300,2022,Senior,Full-time,ML Engineer,235000,United States,Remote,Medium,Machine Learning and AI
1301,2022,Senior,Full-time,Data Architect,235000,United States,Remote,Medium,Data Architecture and Modeling
1302,2022,Senior,Full-time,Data Engineer,236000,United States,Remote,Medium,Data Engineering
1303,2022,Senior,Full-time,Data Analyst,236600,United States,Remote,Medium,Data Analysis
1304,2022,Senior,Full-time,Data Scientist,236900,United States,Remote,Large,Data Science and Research
1305,2022,Executive,Full-time,Data Engineer,239000,United States,Remote,Medium,Data Engineering
1306,2022,Senior,Full-time,Data Engineer,240000,United States,In-person,Medium,Data Engineering
1307,2022,Mid-level,Full-time,Research Engineer,240000,United States,Remote,Medium,Data Science and Research
1308,2022,Senior,Full-time,ML Engineer,240000,United States,In-person,Medium,Machine Learning and AI
1309,2022,Mid-level,Full-time,Data Science Manager,241000,United States,Remote,Medium,Data Science and Research
1310,2022,Executive,Full-time,Data Engineer,242000,United States,Remote,Medium,Data Engineering
1311,2022,Senior,Full-time,ML Engineer,243000,United States,Remote,Medium,Machine Learning and AI
1312,2022,Senior,Full-time,Data Science Manager,243225,United States,Remote,Medium,Data Science and Research
1313,2022,Senior,Full-time,Data Scientist,243900,United States,Remote,Medium,Data Science and Research
1314,2022,Senior,Full-time,Data Engineer,243900,United States,Remote,Medium,Data Engineering
1315,2022,Senior,Full-time,Data Scientist,245000,United States,In-person,Medium,Data Science and Research
1316,2022,Senior,Full-time,Analytics Engineer,245000,United States,In-person,Medium,Leadership and Management
1317,2022,Senior,Full-time,Data Science Manager,245100,United States,In-person,Medium,Data Science and Research
1318,2022,Senior,Full-time,Machine Learning Engineer,246000,United States,Remote,Medium,Machine Learning and AI
1319,2022,Senior,Full-time,Data Science Manager,247500,United States,In-person,Medium,Data Science and Research
1320,2022,Senior,Full-time,Machine Learning Engineer,247500,United States,In-person,Medium,Machine Learning and AI
1321,2022,Senior,Full-time,Data Scientist,247500,United States,In-person,Medium,Data Science and Research
1322,2022,Senior,Full-time,Data Engineer,247500,United States,In-person,Medium,Data Engineering
1323,2022,Senior,Full-time,Machine Learning Software Engineer,248400,Canada,Remote,Medium,Machine Learning and AI
1324,2022,Senior,Full-time,Machine Learning Engineer,248700,United States,In-person,Medium,Machine Learning and AI
1325,2022,Senior,Full-time,Data Science Manager,249260,United States,In-person,Medium,Data Science and Research
1326,2022,Senior,Full-time,Research Engineer,249500,United States,In-person,Medium,Data Science and Research
1327,2022,Senior,Full-time,Data Scientist,249500,United States,In-person,Medium,Data Science and Research
1328,2022,Senior,Full-time,Research Scientist,249500,United States,In-person,Medium,Data Science and Research
1329,2022,Senior,Full-time,Data Engineer,250000,United States,Remote,Medium,Data Engineering
1330,2022,Senior,Full-time,Research Engineer,250000,United States,In-person,Medium,Data Science and Research
1331,2022,Senior,Full-time,ETL Developer,250000,United States,Remote,Medium,Data Engineering
1332,2022,Senior,Full-time,Analytics Engineer,250000,United States,In-person,Medium,Leadership and Management
1333,2022,Senior,Full-time,Data Engineer,250000,United States,In-person,Medium,Data Engineering
1334,2022,Senior,Full-time,ETL Developer,250000,United States,In-person,Medium,Data Engineering
1335,2022,Senior,Full-time,Data Architect,250000,United States,In-person,Medium,Data Architecture and Modeling
1336,2022,Executive,Full-time,Director of Data Science,192037,Canada,Hybrid,Large,Data Science and Research
1337,2022,Senior,Full-time,Machine Learning Engineer,255000,Mexico,Remote,Medium,Machine Learning and AI
1338,2022,Mid-level,Full-time,Data Engineer,260000,United States,In-person,Medium,Data Engineering
1339,2022,Senior,Full-time,Data Engineer,260000,United States,In-person,Medium,Data Engineering
1340,2022,Executive,Full-time,Data Engineer,260000,United States,Remote,Medium,Data Engineering
1341,2022,Senior,Full-time,Data Scientist,260000,United States,Remote,Medium,Data Science and Research
1342,2022,Executive,Full-time,Data Science Manager,260500,United States,In-person,Medium,Data Science and Research
1343,2022,Senior,Full-time,Data Architect,266400,United States,Remote,Medium,Data Architecture and Modeling
1344,2022,Senior,Full-time,Data Scientist,272550,United States,Remote,Medium,Data Science and Research
1345,2022,Senior,Full-time,AI Developer,275000,Canada,In-person,Small,Machine Learning and AI
1346,2022,Senior,Full-time,Data Engineer,275000,United States,Remote,Medium,Data Engineering
1347,2022,Executive,Full-time,Data Engineer,297500,United States,Remote,Medium,Data Engineering
1348,2022,Senior,Full-time,Data Science Manager,299500,United States,In-person,Medium,Data Science and Research
1349,2022,Senior,Full-time,Data Engineer,300000,United States,In-person,Medium,Data Engineering
1350,2022,Senior,Full-time,Research Scientist,300000,United States,Remote,Medium,Data Science and Research
1351,2022,Senior,Full-time,Data Science Manager,300000,United States,Remote,Medium,Data Science and Research
1352,2022,Executive,Full-time,Data Engineer,310000,United States,Remote,Medium,Data Engineering
1353,2022,Senior,Full-time,Data Engineer,315000,United States,Remote,Medium,Data Engineering
1354,2022,Executive,Full-time,Data Engineer,324000,United States,Remote,Medium,Data Engineering
1355,2022,Senior,Full-time,Data Architect,345600,United States,In-person,Medium,Data Architecture and Modeling
1356,2022,Mid-level,Full-time,Data Analyst,430967,United Kingdom,In-person,Medium,Data Analysis
1357,2022,Senior,Full-time,Data Scientist,350000,United States,Remote,Medium,Data Science and Research
1358,2022,Senior,Full-time,Machine Learning Software Engineer,375000,United States,Remote,Medium,Machine Learning and AI
1359,2022,Senior,Full-time,Data Science Tech Lead,375000,United States,Hybrid,Large,Data Science and Research
1360,2022,Senior,Full-time,Applied Data Scientist,380000,United States,Remote,Large,Data Science and Research
1361,2022,Senior,Full-time,Data Analytics Lead,405000,United States,Remote,Large,Leadership and Management
1362,2023,Entry-level,Full-time,Data Scientist,16000,Ecuador,Remote,Large,Data Science and Research
1363,2023,Mid-level,Full-time,Business Data Analyst,17000,Armenia,Remote,Large,Data Analysis
1364,2023,Entry-level,Full-time,Data Analyst Lead,18000,Nigeria,Remote,Small,Data Analysis
1365,2023,Entry-level,Full-time,Data Scientist,19434,Greece,Remote,Large,Data Science and Research
1366,2023,Entry-level,Full-time,Data Engineer,18000,India,Hybrid,Medium,Data Engineering
1367,2023,Entry-level,Full-time,AI Engineer,21593,Portugal,Hybrid,Large,Machine Learning and AI
1368,2023,Entry-level,Full-time,AI Scientist,20000,Türkiye,Remote,Small,Machine Learning and AI
1369,2023,Mid-level,Full-time,Applied Scientist,20000,Nigeria,Remote,Large,Data Science and Research
1370,2023,Entry-level,Full-time,Business Data Analyst,21593,Spain,In-person,Medium,Data Analysis
1371,2023,Mid-level,Freelance,Data Science Consultant,21000,Pakistan,Remote,Small,Data Science and Research
1372,2023,Entry-level,Full-time,Data Quality Engineer,23753,Portugal,Hybrid,Large,Data Quality and Operations
1373,2023,Entry-level,Full-time,Data Analyst,28299,United Kingdom,In-person,Medium,Data Analysis
1374,2023,Entry-level,Full-time,AI Research Engineer,24940,Portugal,Remote,Medium,Data Science and Research
1375,2023,Mid-level,Full-time,Data Scientist,25912,Italy,Remote,Small,Data Science and Research
1376,2023,Entry-level,Full-time,Data Scientist,24000,United States,Remote,Medium,Data Science and Research
1377,2023,Mid-level,Full-time,Business Intelligence Developer,30760,United Kingdom,In-person,Medium,BI and Visualization
1378,2023,Mid-level,Full-time,Insight Analyst,30760,United Kingdom,In-person,Medium,Data Analysis
1379,2023,Entry-level,Full-time,BI Data Analyst,25000,Ukraine,Remote,Medium,Data Analysis
1380,2023,Entry-level,Full-time,Data Engineer,26992,Germany,Remote,Large,Data Engineering
1381,2023,Mid-level,Contract,ML Engineer,25500,United States,Remote,Small,Machine Learning and AI
1382,2023,Entry-level,Full-time,Data Scientist,32974,United Kingdom,In-person,Medium,Data Science and Research
1383,2023,Entry-level,Full-time,Data Analyst,32974,United Kingdom,In-person,Medium,Data Analysis
1384,2023,Entry-level,Full-time,Data Analyst,33220,United Kingdom,In-person,Medium,Data Analysis
1385,2023,Mid-level,Full-time,Data Engineer,27000,Peru,Remote,Small,Data Engineering
1386,2023,Entry-level,Full-time,Applied Data Scientist,29691,Italy,Hybrid,Large,Data Science and Research
1387,2023,Entry-level,Full-time,Data Scientist,31310,Spain,In-person,Medium,Data Science and Research
1388,2023,Mid-level,Full-time,Data Scientist,36912,United Kingdom,In-person,Medium,Data Science and Research
1389,2023,Entry-level,Full-time,Data Quality Analyst,36912,United Kingdom,Remote,Medium,Data Quality and Operations
1390,2023,Senior,Full-time,Data Analyst,36912,United Kingdom,Remote,Small,Data Analysis
1391,2023,Entry-level,Full-time,Research Engineer,32390,France,In-person,Medium,Data Science and Research
1392,2023,Entry-level,Full-time,Data Scientist,32390,Netherlands,In-person,Large,Data Science and Research
1393,2023,Mid-level,Contract,ML Engineer,30000,United States,Remote,Small,Machine Learning and AI
1394,2023,Entry-level,Full-time,Compliance Data Analyst,30000,Nigeria,Remote,Large,Data Analysis
1395,2023,Entry-level,Full-time,Data Analyst,30000,India,Hybrid,Medium,Data Analysis
1396,2023,Entry-level,Full-time,Data Analyst,30000,Argentina,Remote,Small,Data Analysis
1397,2023,Mid-level,Full-time,AI Engineer,32811,Spain,Remote,Large,Machine Learning and AI
1398,2023,Entry-level,Full-time,Data Analyst,37944,United Kingdom,In-person,Medium,Data Analysis
1399,2023,Mid-level,Full-time,Data Analyst,33686,Estonia,In-person,Medium,Data Analysis
1400,2023,Entry-level,Full-time,Research Engineer,38629,South Africa,In-person,Medium,Data Science and Research
1401,2023,Mid-level,Full-time,Research Engineer,34549,Spain,Hybrid,Large,Data Science and Research
1402,2023,Mid-level,Full-time,Data Engineer,39372,United Kingdom,In-person,Medium,Data Engineering
1403,2023,Entry-level,Full-time,Research Engineer,40581,South Africa,In-person,Medium,Data Science and Research
1404,2023,Senior,Full-time,Business Intelligence Analyst,40603,United Kingdom,In-person,Medium,BI and Visualization
1405,2023,Mid-level,Full-time,AI Engineer,40680,United Kingdom,In-person,Medium,Machine Learning and AI
1406,2023,Entry-level,Full-time,Data Analyst,41827,United Kingdom,In-person,Medium,Data Analysis
1407,2023,Entry-level,Full-time,Data Analyst,41833,United Kingdom,In-person,Medium,Data Analysis
1408,2023,Mid-level,Full-time,Business Intelligence Engineer,42030,United Kingdom,In-person,Medium,BI and Visualization
1409,2023,Entry-level,Full-time,Data Analyst,42030,Australia,In-person,Medium,Data Analysis
1410,2023,Entry-level,Full-time,Analytics Engineer,37573,Netherlands,Remote,Medium,Leadership and Management
